id_transaccion,fecha,hora,id_cliente,tipo_operacion,monto,sucursal_canal
TXN-1103,2026-08-20,11:36,C-882,Pago Tarjeta,1894.49,SUC-Centro
TXN-1421,2026-08-20,20:48,C-725,Transferencia,2121.88,Banca Movil
TXN-1419,2026-08-20,19:36,C-297,Pago Tarjeta,492.92,Banca Movil
TXN-1739,2026-08-08,11:03,C-789,Transferencia,3388.69,Cajero Automático
TXN-1586,2026-08-15,13:18,C-236,Pago Tarjeta,408.55,SUC-Sur
TXN-1963,2026-08-28,16:34,C-800,Pago Tarjeta,950.82,SUC-Norte
TXN-1119,2026-08-27,18:55,C-882,Retiro Efectivo,1207.93,Cajero Automático
TXN-1053,2026-08-12,18:29,C-397,Transferencia,920.75,Cajero Automático
TXN-1151,2026-08-14,16:37,C-567,Transferencia,2227.06,Banca Movil
TXN-1403,2026-08-02,14:28,C-438,Pago Tarjeta,2713.9,SUC-Centro
TXN-1931,2026-08-25,21:05,C-195,Pago Tarjeta,745.89,SUC-Sur
TXN-1207,2026-08-10,11:26,C-838,Pago Tarjeta,3074.08,SUC-Centro
TXN-1658,2026-08-10,10:45,C-849,Transferencia,2808.83,Cajero Automático
TXN-1830,2026-08-23,21:02,C-840,Transferencia,748.1,SUC-Centro
TXN-1751,2026-08-06,13:05,C-672,Pago Tarjeta,1670.38,Cajero Automático
TXN-1008,2026-08-24,09:46,C-409,Pago Tarjeta,517.99,Banca Movil
TXN-1816,2026-08-03,09:02,C-335,Retiro Efectivo,2914.75,Banca Movil
TXN-1036,2026-08-28,10:46,C-508,Transferencia,1383.65,SUC-Norte
TXN-1452,2026-08-07,20:42,C-769,Retiro Efectivo,1162.22,SUC-Sur
TXN-1651,2026-08-11,09:03,C-894,Transferencia,2278.46,SUC-Sur
TXN-1253,2026-08-14,07:46,C-450,Retiro Efectivo,360.79,SUC-Norte
TXN-1303,2026-08-08,09:04,C-831,Transferencia,2411.4,Cajero Automático
TXN-1735,2026-08-23,13:10,C-295,Transferencia,1589.46,SUC-Norte
TXN-1571,2026-08-26,09:08,C-756,Transferencia,1587.17,SUC-Norte
TXN-1623,2026-08-24,16:41,C-928,Transferencia,1413.14,Cajero Automático
TXN-1979,2026-08-21,16:26,C-940,Pago Tarjeta,3366.27,SUC-Sur
TXN-1710,2026-08-11,16:08,C-824,Deposito,157.62,SUC-Sur
TXN-1262,2026-08-13,12:54,C-922,Retiro Efectivo,394.34,SUC-Centro
TXN-1610,2026-08-18,09:15,C-943,Transferencia,2262.91,Cajero Automático
TXN-1297,2026-08-18,11:29,C-891,Transferencia,2817.81,Cajero Automático
TXN-1414,2026-08-13,10:41,C-909,Retiro Efectivo,1803.75,Banca Movil
TXN-1150,2026-08-19,20:55,C-631,Retiro Efectivo,1732.15,SUC-Sur
TXN-1777,2026-08-27,15:46,C-489,Retiro Efectivo,529.44,Banca Movil
TXN-1640,2026-08-18,08:39,C-149,Retiro Efectivo,1964.99,SUC-Sur
TXN-1936,2026-08-24,19:26,C-587,Transferencia,2118.33,SUC-Centro
TXN-1550,2026-08-14,17:27,C-103,Transferencia,3488.38,Cajero Automático
TXN-1780,2026-08-06,19:18,C-764,Retiro Efectivo,2270.0,Banca Movil
TXN-1488,2026-08-07,09:43,C-650,Retiro Efectivo,1042.35,SUC-Centro
TXN-1147,2026-08-18,16:16,C-441,Transferencia,1141.52,SUC-Sur
TXN-1146,2026-08-18,18:20,C-830,Retiro Efectivo,1628.62,SUC-Norte
TXN-1711,2026-08-03,16:24,C-247,Deposito,2057.52,SUC-Centro
TXN-1917,2026-08-27,09:45,C-678,Retiro Efectivo,271.08,Cajero Automático
TXN-1892,2026-08-25,12:41,C-614,Pago Tarjeta,1964.44,Banca Movil
TXN-1659,2026-08-17,14:28,C-689,Deposito,2990.27,Cajero Automático
TXN-1348,2026-08-18,21:23,C-587,Transferencia,2814.35,Banca Movil
TXN-1463,2026-08-27,16:09,C-802,Pago Tarjeta,2838.65,Cajero Automático
TXN-1325,2026-08-13,21:18,C-348,Transferencia,907.59,SUC-Norte
TXN-1186,2026-08-25,14:48,C-842,Transferencia,2561.02,Banca Movil
TXN-1123,2026-08-08,19:50,C-738,Retiro Efectivo,1109.44,Cajero Automático
TXN-1926,2026-08-19,07:23,C-769,Transferencia,2111.28,SUC-Sur
TXN-1608,2026-08-22,18:52,C-644,Transferencia,2372.88,SUC-Centro
TXN-1143,2026-08-05,14:05,C-146,Retiro Efectivo,1461.71,SUC-Centro
TXN-1944,2026-08-19,20:49,C-965,Retiro Efectivo,3489.02,SUC-Centro
TXN-1197,2026-08-24,15:00,C-692,Retiro Efectivo,1441.7,SUC-Centro
TXN-1609,2026-08-27,17:52,C-488,Transferencia,1895.18,SUC-Centro
TXN-1279,2026-08-08,18:19,C-821,Pago Tarjeta,370.68,Cajero Automático
TXN-1293,2026-08-09,10:31,C-488,Pago Tarjeta,3301.51,SUC-Sur
TXN-1400,2026-08-28,13:17,C-297,Pago Tarjeta,3246.86,SUC-Norte
TXN-1122,2026-08-02,21:16,C-945,Transferencia,2617.52,SUC-Norte
TXN-1183,2026-08-04,15:23,C-697,Retiro Efectivo,2892.26,SUC-Norte
TXN-1202,2026-08-06,08:41,C-697,Transferencia,2084.44,Banca Movil
TXN-1438,2026-08-22,16:20,C-106,Transferencia,3019.44,Cajero Automático
TXN-1246,2026-08-16,07:08,C-589,Transferencia,1190.58,SUC-Sur
TXN-1415,2026-08-04,17:38,C-402,Retiro Efectivo,3228.01,SUC-Centro
TXN-1765,2026-08-22,19:09,C-590,Transferencia,2304.01,Banca Movil
TXN-1754,2026-08-17,21:22,C-313,Retiro Efectivo,3433.03,SUC-Centro
TXN-1757,2026-08-18,13:32,C-410,Pago Tarjeta,1848.74,SUC-Centro
TXN-1874,2026-08-19,19:47,C-782,Retiro Efectivo,74.82,Cajero Automático
TXN-1129,2026-08-09,17:09,C-503,Retiro Efectivo,1673.35,Banca Movil
TXN-1637,2026-08-01,20:18,C-788,Deposito,1337.3,Banca Movil
TXN-1402,2026-08-06,12:13,C-215,Pago Tarjeta,2081.4,Cajero Automático
TXN-1773,2026-08-27,07:57,C-665,Retiro Efectivo,1729.67,SUC-Centro
TXN-1759,2026-08-28,13:05,C-316,Deposito,2930.31,SUC-Sur
TXN-1899,2026-08-27,11:49,C-209,Retiro Efectivo,2324.53,Banca Movil
TXN-1219,2026-08-17,12:59,C-212,Pago Tarjeta,1686.67,SUC-Centro
TXN-1641,2026-08-22,16:32,C-350,Pago Tarjeta,475.16,SUC-Norte
TXN-1901,2026-08-16,14:13,C-636,Deposito,1590.75,SUC-Centro
TXN-1741,2026-08-21,20:23,C-717,Transferencia,1718.09,SUC-Centro
TXN-1793,2026-08-17,11:27,C-959,Retiro Efectivo,2925.11,Banca Movil
TXN-1905,2026-08-02,08:08,C-734,Pago Tarjeta,1431.94,SUC-Sur
TXN-1624,2026-08-26,17:39,C-776,Transferencia,2329.49,Banca Movil
TXN-1825,2026-08-27,08:45,C-445,Transferencia,1614.47,Banca Movil
TXN-1749,2026-08-14,21:32,C-841,Pago Tarjeta,3181.66,SUC-Norte
TXN-1386,2026-08-10,07:19,C-717,Transferencia,616.34,Cajero Automático
TXN-1958,2026-08-08,20:05,C-680,Transferencia,1003.95,SUC-Norte
TXN-1509,2026-08-25,09:42,C-163,Pago Tarjeta,3376.8,SUC-Norte
TXN-1267,2026-08-17,19:31,C-296,Retiro Efectivo,1128.84,SUC-Centro
TXN-1806,2026-08-18,17:24,C-367,Transferencia,1994.44,SUC-Sur
TXN-1441,2026-08-15,09:47,C-341,Deposito,2232.41,Banca Movil
TXN-1496,2026-08-17,15:03,C-872,Pago Tarjeta,94.73,Cajero Automático
TXN-1112,2026-08-09,08:10,C-471,Retiro Efectivo,386.73,Cajero Automático
TXN-1691,2026-08-11,17:58,C-490,Pago Tarjeta,513.36,Banca Movil
TXN-1232,2026-08-08,14:59,C-726,Retiro Efectivo,456.18,SUC-Sur
TXN-1887,2026-08-11,12:23,C-839,Transferencia,2654.65,SUC-Sur
TXN-1607,2026-08-13,12:22,C-534,Pago Tarjeta,108.27,SUC-Norte
TXN-1671,2026-08-22,15:43,C-776,Transferencia,492.34,SUC-Centro
TXN-1373,2026-08-26,12:06,C-956,Retiro Efectivo,1682.31,Banca Movil
TXN-1967,2026-08-04,09:10,C-773,Retiro Efectivo,1065.17,SUC-Norte
TXN-1829,2026-08-19,19:12,C-600,Deposito,424.57,SUC-Centro
TXN-1233,2026-08-19,12:55,C-582,Transferencia,443.34,SUC-Sur
TXN-1774,2026-08-24,08:01,C-429,Deposito,1713.28,Cajero Automático
TXN-1676,2026-08-20,20:09,C-381,Transferencia,1146.36,Banca Movil
TXN-1317,2026-08-28,17:25,C-812,Pago Tarjeta,1999.29,SUC-Sur
TXN-1648,2026-08-14,17:12,C-322,Deposito,3167.23,SUC-Centro
TXN-1410,2026-08-03,11:12,C-290,Retiro Efectivo,217.57,SUC-Sur
TXN-1884,2026-08-02,16:02,C-112,Pago Tarjeta,1311.47,Banca Movil
TXN-1709,2026-08-20,21:49,C-978,Pago Tarjeta,1799.77,SUC-Centro
TXN-1358,2026-08-08,08:09,C-887,Transferencia,50.59,SUC-Norte
TXN-1258,2026-08-23,11:21,C-988,Transferencia,847.5,Banca Movil
TXN-1744,2026-08-25,20:33,C-174,Retiro Efectivo,1732.37,SUC-Centro
TXN-1627,2026-08-20,09:28,C-884,Retiro Efectivo,520.52,Cajero Automático
TXN-1632,2026-08-07,07:22,C-203,Transferencia,547.06,Cajero Automático
TXN-1282,2026-08-23,19:03,C-591,Deposito,1432.68,SUC-Sur
TXN-1376,2026-08-14,16:56,C-607,Deposito,443.38,SUC-Norte
TXN-1384,2026-08-05,13:07,C-405,Transferencia,2472.23,SUC-Norte
TXN-1224,2026-08-01,20:37,C-528,Retiro Efectivo,2332.74,SUC-Norte
TXN-1939,2026-08-25,12:41,C-109,Deposito,634.72,SUC-Sur
TXN-1801,2026-08-10,15:32,C-984,Transferencia,242.9,SUC-Centro
TXN-1472,2026-08-22,13:06,C-476,Transferencia,914.44,SUC-Norte
TXN-1347,2026-08-28,19:34,C-999,Retiro Efectivo,1633.88,SUC-Sur
TXN-1505,2026-08-09,11:38,C-470,Transferencia,2655.12,SUC-Sur
TXN-1639,2026-08-26,20:54,C-993,Retiro Efectivo,1959.66,SUC-Sur
TXN-1973,2026-08-18,20:55,C-312,Pago Tarjeta,2033.38,SUC-Centro
TXN-1914,2026-08-01,15:34,C-482,Transferencia,551.38,SUC-Sur
TXN-1891,2026-08-11,12:25,C-117,Retiro Efectivo,1327.23,Banca Movil
TXN-1619,2026-08-04,19:36,C-842,Deposito,1089.66,Banca Movil
TXN-1842,2026-08-28,08:51,C-659,Transferencia,1713.73,SUC-Sur
TXN-1645,2026-08-22,21:02,C-549,Transferencia,3317.08,SUC-Centro
TXN-1833,2026-08-25,13:52,C-602,Pago Tarjeta,1498.29,SUC-Sur
TXN-1556,2026-08-06,13:07,C-533,Transferencia,3170.51,Cajero Automático
TXN-1943,2026-08-04,09:56,C-611,Transferencia,593.18,Cajero Automático
TXN-1577,2026-08-04,08:25,C-559,Retiro Efectivo,627.51,SUC-Centro
TXN-1085,2026-08-28,08:52,C-151,Transferencia,3153.92,SUC-Sur
TXN-1242,2026-08-25,13:24,C-312,Transferencia,185.95,Cajero Automático
TXN-1698,2026-08-16,12:49,C-252,Deposito,656.41,Banca Movil
TXN-1159,2026-08-03,21:17,C-266,Pago Tarjeta,1739.04,SUC-Norte
TXN-1524,2026-08-05,20:44,C-310,Transferencia,584.08,SUC-Norte
TXN-1035,2026-08-26,10:05,C-453,Transferencia,1033.49,Banca Movil
TXN-1540,2026-08-12,09:23,C-672,Pago Tarjeta,1484.96,SUC-Sur
TXN-1170,2026-08-20,11:42,C-645,Transferencia,98.57,SUC-Centro
TXN-1654,2026-08-22,20:21,C-615,Retiro Efectivo,811.72,SUC-Norte
TXN-1876,2026-08-01,07:09,C-594,Pago Tarjeta,2422.8,Cajero Automático
TXN-1844,2026-08-14,21:25,C-288,Transferencia,2131.99,SUC-Centro
TXN-1834,2026-08-19,15:30,C-571,Retiro Efectivo,565.99,SUC-Sur
TXN-1930,2026-08-09,09:39,C-132,Pago Tarjeta,1564.45,Banca Movil
TXN-1733,2026-08-07,19:24,C-841,Retiro Efectivo,622.16,SUC-Centro
TXN-1095,2026-08-12,13:38,C-108,Deposito,1494.05,SUC-Norte
TXN-1563,2026-08-24,07:00,C-583,Retiro Efectivo,3310.21,Cajero Automático
TXN-1240,2026-08-25,14:45,C-241,Retiro Efectivo,2476.86,SUC-Sur
TXN-1742,2026-08-23,15:59,C-140,Transferencia,1287.84,Banca Movil
TXN-1574,2026-08-06,15:35,C-530,Pago Tarjeta,714.17,SUC-Sur
TXN-1690,2026-08-21,20:47,C-787,Retiro Efectivo,2948.38,Banca Movil
TXN-1460,2026-08-10,21:28,C-414,Transferencia,2952.79,SUC-Sur
TXN-1553,2026-08-05,11:13,C-692,Pago Tarjeta,80.37,SUC-Centro
TXN-1865,2026-08-06,14:02,C-254,Transferencia,3013.73,SUC-Centro
TXN-1206,2026-08-21,15:45,C-744,Transferencia,178.9,Cajero Automático
TXN-1392,2026-08-02,17:47,C-656,Deposito,697.02,Banca Movil
TXN-1794,2026-08-16,07:39,C-427,Deposito,127.44,SUC-Sur
TXN-1397,2026-08-19,13:41,C-616,Pago Tarjeta,2522.92,Cajero Automático
TXN-1766,2026-08-17,09:02,C-348,Transferencia,2932.37,SUC-Norte
TXN-1835,2026-08-13,11:02,C-272,Pago Tarjeta,382.23,SUC-Sur
TXN-1217,2026-08-18,19:50,C-686,Retiro Efectivo,1361.88,Cajero Automático
TXN-1004,2026-08-09,12:40,C-742,Pago Tarjeta,1827.68,SUC-Norte
TXN-1768,2026-08-20,20:30,C-718,Pago Tarjeta,1348.33,SUC-Centro
TXN-1642,2026-08-24,13:29,C-858,Transferencia,67.35,Cajero Automático
TXN-1883,2026-08-06,12:24,C-521,Transferencia,1511.29,SUC-Sur
TXN-1612,2026-08-01,11:12,C-353,Pago Tarjeta,2658.06,SUC-Sur
TXN-1738,2026-08-13,09:55,C-486,Retiro Efectivo,2324.98,SUC-Sur
TXN-1546,2026-08-12,09:48,C-122,Transferencia,1294.75,SUC-Sur
TXN-1725,2026-08-20,15:15,C-438,Transferencia,1653.22,SUC-Centro
TXN-1683,2026-08-10,09:38,C-795,Retiro Efectivo,1141.35,SUC-Sur
TXN-1098,2026-08-09,19:33,C-541,Retiro Efectivo,2492.84,Cajero Automático
TXN-1804,2026-08-11,13:55,C-249,Pago Tarjeta,3355.92,SUC-Norte
TXN-1727,2026-08-25,19:30,C-180,Pago Tarjeta,1418.91,SUC-Norte
TXN-1573,2026-08-09,18:14,C-761,Pago Tarjeta,3149.07,SUC-Centro
TXN-1406,2026-08-28,17:23,C-569,Transferencia,3348.86,Cajero Automático
TXN-1502,2026-08-21,19:27,C-557,Transferencia,3194.63,Banca Movil
TXN-1047,2026-08-25,17:37,C-373,Transferencia,2698.13,SUC-Centro
TXN-1032,2026-08-15,18:56,C-426,Retiro Efectivo,3136.0,SUC-Sur
TXN-1779,2026-08-15,13:07,C-646,Transferencia,315.95,SUC-Centro
TXN-1839,2026-08-10,19:03,C-273,Retiro Efectivo,2754.35,SUC-Sur
TXN-1200,2026-08-17,20:58,C-838,Transferencia,502.66,SUC-Centro
TXN-1134,2026-08-11,11:38,C-474,Pago Tarjeta,3118.52,Cajero Automático
TXN-1027,2026-08-21,09:31,C-721,Deposito,662.66,Cajero Automático
TXN-1867,2026-08-15,21:22,C-323,Transferencia,3074.84,Banca Movil
TXN-1230,2026-08-08,15:48,C-613,Retiro Efectivo,411.95,Banca Movil
TXN-1489,2026-08-23,21:30,C-921,Retiro Efectivo,2342.5,SUC-Sur
TXN-1772,2026-08-20,14:39,C-345,Deposito,3043.63,Banca Movil
TXN-1378,2026-08-24,21:39,C-866,Transferencia,815.03,SUC-Norte
TXN-1288,2026-08-28,19:11,C-394,Pago Tarjeta,2288.52,Banca Movil
TXN-1418,2026-08-19,10:08,C-875,Transferencia,2570.21,SUC-Sur
TXN-1674,2026-08-24,20:42,C-523,Transferencia,2187.33,Cajero Automático
TXN-1391,2026-08-18,14:23,C-756,Pago Tarjeta,2157.44,SUC-Sur
TXN-1592,2026-08-08,21:23,C-650,Transferencia,3292.14,SUC-Sur
TXN-1498,2026-08-09,15:21,C-994,Deposito,2190.94,Cajero Automático
TXN-1138,2026-08-13,08:29,C-716,Retiro Efectivo,1079.33,SUC-Norte
TXN-1062,2026-08-18,18:30,C-435,Deposito,1660.11,SUC-Sur
TXN-1471,2026-08-01,15:38,C-402,Retiro Efectivo,1038.82,SUC-Sur
TXN-1647,2026-08-12,19:36,C-652,Pago Tarjeta,2631.62,SUC-Norte
TXN-1128,2026-08-13,15:14,C-199,Retiro Efectivo,2986.69,SUC-Norte
TXN-1962,2026-08-10,17:19,C-176,Transferencia,2033.43,SUC-Centro
TXN-1520,2026-08-01,16:43,C-632,Transferencia,2064.75,SUC-Sur
TXN-1838,2026-08-12,12:55,C-460,Retiro Efectivo,184.68,SUC-Centro
TXN-1948,2026-08-22,13:32,C-439,Retiro Efectivo,2071.98,SUC-Norte
TXN-1064,2026-08-13,16:48,C-838,Transferencia,2893.87,SUC-Norte
TXN-1812,2026-08-23,17:40,C-402,Transferencia,1599.75,SUC-Norte
TXN-1014,2026-08-19,13:52,C-515,Transferencia,2937.57,Cajero Automático
TXN-1156,2026-08-05,19:11,C-435,Retiro Efectivo,2676.12,SUC-Centro
TXN-1040,2026-08-06,14:41,C-627,Transferencia,3007.03,Banca Movil
TXN-1492,2026-08-22,08:27,C-323,Pago Tarjeta,3350.62,SUC-Norte
TXN-1379,2026-08-26,10:41,C-993,Transferencia,1227.68,Cajero Automático
TXN-1187,2026-08-09,07:13,C-993,Transferencia,2107.48,Cajero Automático
TXN-1763,2026-08-26,20:45,C-864,Transferencia,2305.18,Cajero Automático
TXN-1216,2026-08-06,08:17,C-132,Retiro Efectivo,1487.88,SUC-Norte
TXN-1791,2026-08-25,16:15,C-580,Deposito,776.93,SUC-Norte
TXN-1052,2026-08-04,12:22,C-151,Transferencia,79.2,Cajero Automático
TXN-1337,2026-08-14,17:41,C-583,Transferencia,3049.48,Banca Movil
TXN-1748,2026-08-25,11:28,C-701,Transferencia,763.37,Banca Movil
TXN-1719,2026-08-07,12:43,C-642,Transferencia,2724.43,Banca Movil
TXN-1724,2026-08-16,14:14,C-308,Pago Tarjeta,1053.95,SUC-Centro
TXN-1295,2026-08-16,09:14,C-938,Transferencia,1485.3,Banca Movil
TXN-1701,2026-08-24,09:04,C-288,Transferencia,3012.56,SUC-Centro
TXN-1251,2026-08-28,08:33,C-570,Retiro Efectivo,2358.13,SUC-Norte
TXN-1726,2026-08-28,11:51,C-762,Retiro Efectivo,1810.92,Cajero Automático
TXN-1461,2026-08-06,08:57,C-263,Transferencia,1036.45,Cajero Automático
TXN-1455,2026-08-05,07:03,C-341,Pago Tarjeta,1707.28,SUC-Centro
TXN-9002,2026-08-15,14:25,C-888,Transferencia,9999.0,Banca Movil
TXN-1815,2026-08-07,19:21,C-437,Pago Tarjeta,638.46,Cajero Automático
TXN-1862,2026-08-26,18:27,C-336,Retiro Efectivo,511.9,SUC-Centro
TXN-1269,2026-08-04,07:39,C-385,Transferencia,377.74,SUC-Sur
TXN-1201,2026-08-25,08:29,C-152,Pago Tarjeta,2582.56,SUC-Centro
TXN-1161,2026-08-02,13:40,C-731,Retiro Efectivo,353.74,Banca Movil
TXN-1555,2026-08-28,08:22,C-146,Retiro Efectivo,1587.55,SUC-Norte
TXN-1729,2026-08-15,10:23,C-967,Deposito,2336.24,SUC-Centro
TXN-1401,2026-08-17,07:44,C-928,Transferencia,2939.26,SUC-Centro
TXN-1702,2026-08-06,11:54,C-872,Transferencia,533.01,Banca Movil
TXN-1476,2026-08-22,21:49,C-236,Pago Tarjeta,2649.9,Cajero Automático
TXN-1821,2026-08-15,17:29,C-611,Pago Tarjeta,2325.79,SUC-Centro
TXN-1771,2026-08-15,18:30,C-506,Transferencia,1267.5,SUC-Sur
TXN-1105,2026-08-06,16:47,C-474,Transferencia,3177.52,Banca Movil
TXN-1565,2026-08-26,10:49,C-393,Transferencia,1913.82,Cajero Automático
TXN-1389,2026-08-19,21:34,C-391,Transferencia,2539.38,Banca Movil
TXN-1001,2026-08-04,20:26,C-754,Transferencia,2670.25,SUC-Centro
TXN-1923,2026-08-16,10:50,C-947,Deposito,2168.18,Banca Movil
TXN-1968,2026-08-26,17:39,C-133,Transferencia,3317.2,SUC-Centro
TXN-1561,2026-08-01,07:14,C-161,Retiro Efectivo,1157.23,SUC-Norte
TXN-1080,2026-08-25,11:30,C-346,Transferencia,2503.27,SUC-Centro
TXN-1205,2026-08-28,18:18,C-636,Transferencia,2294.36,SUC-Centro
TXN-1034,2026-08-09,07:33,C-981,Pago Tarjeta,2426.53,SUC-Sur
TXN-1775,2026-08-17,11:13,C-894,Pago Tarjeta,2134.53,SUC-Sur
TXN-1508,2026-08-11,15:13,C-214,Transferencia,2727.71,SUC-Centro
TXN-1427,2026-08-17,19:57,C-627,Retiro Efectivo,2680.19,Banca Movil
TXN-1454,2026-08-09,14:41,C-809,Retiro Efectivo,1265.22,Cajero Automático
TXN-1366,2026-08-02,07:16,C-970,Transferencia,3328.73,Banca Movil
TXN-1091,2026-08-27,19:36,C-788,Transferencia,2538.43,SUC-Sur
TXN-1339,2026-08-09,19:28,C-797,Pago Tarjeta,1746.19,SUC-Norte
TXN-1897,2026-08-14,13:58,C-925,Retiro Efectivo,2588.45,Banca Movil
TXN-1564,2026-08-11,10:19,C-132,Pago Tarjeta,1381.27,Cajero Automático
TXN-1345,2026-08-26,13:11,C-516,Retiro Efectivo,1441.31,SUC-Norte
TXN-1776,2026-08-14,20:09,C-389,Transferencia,1781.34,SUC-Sur
TXN-1241,2026-08-18,21:51,C-631,Retiro Efectivo,1068.96,Banca Movil
TXN-1013,2026-08-03,14:29,C-801,Deposito,2923.61,SUC-Norte
TXN-1315,2026-08-14,18:18,C-377,Pago Tarjeta,2697.97,SUC-Centro
TXN-1600,2026-08-28,12:14,C-874,Retiro Efectivo,1975.39,SUC-Sur
TXN-1387,2026-08-07,14:07,C-209,Transferencia,534.55,Banca Movil
TXN-1273,2026-08-11,10:47,C-404,Pago Tarjeta,2338.57,Banca Movil
TXN-1166,2026-08-06,17:06,C-444,Deposito,1372.44,SUC-Norte
TXN-1840,2026-08-25,20:41,C-243,Transferencia,1786.49,SUC-Norte
TXN-1978,2026-08-17,10:49,C-829,Transferencia,2663.28,SUC-Sur
TXN-1646,2026-08-07,14:58,C-339,Transferencia,1101.18,SUC-Sur
TXN-1818,2026-08-14,12:52,C-683,Retiro Efectivo,2791.43,SUC-Sur
TXN-1484,2026-08-05,18:06,C-818,Pago Tarjeta,1986.38,Cajero Automático
TXN-1966,2026-08-26,16:37,C-677,Retiro Efectivo,299.73,SUC-Centro
TXN-1504,2026-08-27,18:03,C-820,Pago Tarjeta,2284.33,Banca Movil
TXN-1831,2026-08-01,12:59,C-757,Transferencia,3015.59,Cajero Automático
TXN-1243,2026-08-05,17:50,C-674,Transferencia,1762.42,SUC-Centro
TXN-1566,2026-08-14,09:48,C-518,Deposito,1025.76,Cajero Automático
TXN-1875,2026-08-22,17:10,C-731,Transferencia,2308.18,Banca Movil
TXN-1562,2026-08-06,13:38,C-170,Retiro Efectivo,3209.97,SUC-Norte
TXN-1686,2026-08-14,13:41,C-607,Transferencia,899.3,SUC-Sur
TXN-1189,2026-08-21,09:59,C-744,Retiro Efectivo,3113.51,SUC-Centro
TXN-1782,2026-08-28,08:03,C-415,Pago Tarjeta,694.82,Cajero Automático
TXN-1699,2026-08-26,14:12,C-407,Retiro Efectivo,2142.87,SUC-Norte
TXN-1475,2026-08-10,17:41,C-324,Transferencia,1068.23,SUC-Sur
TXN-1681,2026-08-27,17:44,C-279,Transferencia,2001.15,SUC-Sur
TXN-1510,2026-08-05,14:14,C-948,Transferencia,1064.91,SUC-Centro
TXN-1058,2026-08-26,08:47,C-354,Transferencia,1512.13,Banca Movil
TXN-1474,2026-08-18,08:54,C-326,Retiro Efectivo,2432.55,SUC-Centro
TXN-1560,2026-08-14,17:19,C-654,Retiro Efectivo,2404.8,Cajero Automático
TXN-1856,2026-08-16,09:34,C-882,Pago Tarjeta,1365.27,Banca Movil
TXN-1747,2026-08-04,19:10,C-879,Transferencia,197.69,SUC-Centro
TXN-1252,2026-08-20,21:29,C-645,Retiro Efectivo,564.55,SUC-Norte
TXN-1021,2026-08-17,10:48,C-550,Pago Tarjeta,1792.69,SUC-Centro
TXN-1313,2026-08-12,16:22,C-947,Deposito,2480.76,SUC-Norte
TXN-1459,2026-08-12,14:45,C-576,Transferencia,2630.15,SUC-Sur
TXN-1160,2026-08-25,09:37,C-502,Retiro Efectivo,2684.31,SUC-Norte
TXN-1276,2026-08-18,17:45,C-821,Retiro Efectivo,1560.12,SUC-Norte
TXN-1955,2026-08-23,18:14,C-316,Transferencia,3206.78,Cajero Automático
TXN-1191,2026-08-04,21:44,C-711,Transferencia,1232.43,SUC-Centro
TXN-1385,2026-08-07,09:02,C-681,Retiro Efectivo,207.93,SUC-Centro
TXN-1805,2026-08-11,14:02,C-116,Retiro Efectivo,2117.78,Banca Movil
TXN-1413,2026-08-08,08:42,C-445,Transferencia,1716.12,SUC-Norte
TXN-1491,2026-08-07,20:05,C-945,Transferencia,1387.06,SUC-Centro
TXN-1343,2026-08-03,21:18,C-663,Transferencia,818.34,SUC-Sur
TXN-1769,2026-08-11,18:53,C-820,Deposito,3179.99,SUC-Sur
TXN-1308,2026-08-07,14:54,C-362,Deposito,439.63,SUC-Norte
TXN-1661,2026-08-22,16:10,C-691,Transferencia,3266.68,SUC-Centro
TXN-1130,2026-08-03,21:17,C-482,Retiro Efectivo,3039.06,SUC-Sur
TXN-1663,2026-08-11,21:18,C-891,Pago Tarjeta,1641.36,SUC-Norte
TXN-1871,2026-08-01,08:42,C-161,Retiro Efectivo,2773.51,SUC-Norte
TXN-1099,2026-08-23,13:28,C-237,Retiro Efectivo,2023.55,SUC-Norte
TXN-1372,2026-08-26,20:40,C-137,Transferencia,2188.16,SUC-Centro
TXN-1087,2026-08-13,14:04,C-606,Pago Tarjeta,2818.15,SUC-Norte
TXN-1458,2026-08-08,17:06,C-221,Transferencia,1490.3,SUC-Sur
TXN-1330,2026-08-04,10:39,C-753,Transferencia,1976.29,SUC-Sur
TXN-1214,2026-08-12,18:56,C-797,Retiro Efectivo,118.11,SUC-Sur
TXN-1466,2026-08-10,17:37,C-888,Retiro Efectivo,551.38,SUC-Centro
TXN-1121,2026-08-25,17:14,C-386,Retiro Efectivo,1275.73,SUC-Norte
TXN-1614,2026-08-09,09:48,C-454,Transferencia,2468.04,SUC-Sur
TXN-1020,2026-08-08,21:28,C-261,Transferencia,2891.1,Cajero Automático
TXN-1700,2026-08-26,10:08,C-485,Transferencia,2954.19,SUC-Sur
TXN-1071,2026-08-28,18:34,C-578,Retiro Efectivo,2283.33,SUC-Centro
TXN-1106,2026-08-18,08:48,C-146,Retiro Efectivo,2367.95,SUC-Sur
TXN-1270,2026-08-08,08:15,C-671,Pago Tarjeta,2665.8,Cajero Automático
TXN-1860,2026-08-22,11:19,C-962,Transferencia,2453.64,SUC-Sur
TXN-1435,2026-08-09,09:00,C-588,Retiro Efectivo,2632.07,SUC-Centro
TXN-1102,2026-08-03,16:27,C-474,Transferencia,817.15,Cajero Automático
